Business Line (group),Business Line,Date Prefix,Expense Type Note,Adjustments Outcome,No-Adjustments Value,Date,Description1,Revenue and Expense Type,Year,Value
Metro-North,Metro-North Railroad,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1,1,1/1/2019,Claims,Non-labor Expense,2019,1
Metro-North,Metro-North Railroad,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",73.137,73.137,1/1/2019,Electric Power,Non-labor Expense,2019,73.137
Metro-North,Metro-North Railroad,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",21.314,21.314,1/1/2019,Fuel,Non-labor Expense,2019,21.314
Metro-North,Metro-North Railroad,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",109.162,109.162,1/1/2019,Health and Welfare,Labor Expense,2019,109.162
Metro-North,Metro-North Railroad,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",16.3,16.3,1/1/2019,Insurance,Non-labor Expense,2019,16.3
Metro-North,Metro-North Railroad,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",121.231,121.231,1/1/2019,Maintenance and Other Operating Contracts,Non-labor Expense,2019,121.231
Metro-North,Metro-North Railroad,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",100.871,100.871,1/1/2019,Materials and Supplies,Non-labor Expense,2019,100.871
Metro-North,Metro-North Railroad,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",39,39,1/1/2019,OPEB Current Payment,Labor Expense,2019,39
Metro-North,Metro-North Railroad,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",27.421,27.421,1/1/2019,Other Business Expenses,Non-labor Expense,2019,27.421
Metro-North,Metro-North Railroad,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",125.542,125.542,1/1/2019,Other Fringe Benefits,Labor Expense,2019,125.542
Metro-North,Metro-North Railroad,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",95.413,95.413,1/1/2019,Overtime,Labor Expense,2019,95.413
Metro-North,Metro-North Railroad,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",520.149,520.149,1/1/2019,Payroll,Labor Expense,2019,520.149
Metro-North,Metro-North Railroad,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",109.885,109.885,1/1/2019,Pensions,Labor Expense,2019,109.885
Metro-North,Metro-North Railroad,Preliminary budget,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",39.562,39.562,1/1/2019,Professional Service Contracts,Non-labor Expense,2019,39.562
Metro-North,Metro-North Railroad,Preliminary budget,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-75.827,-75.827,1/1/2019,Reimbursable Overhead,Labor Expense,2019,-75.827
Metro-North,Metro-North Railroad,Preliminary budget,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",347.2312751,347.2312751,1/1/2019,Total CRR Debt Service,Debt Service,2019,347.2312751
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1,1,1/1/2020,Claims,Non-labor Expense,2020,1
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",73.507,73.507,1/1/2020,Electric Power,Non-labor Expense,2020,73.507
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",21.146,21.146,1/1/2020,Fuel,Non-labor Expense,2020,21.146
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",112.703,112.703,1/1/2020,Health and Welfare,Labor Expense,2020,112.703
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",18.672,18.672,1/1/2020,Insurance,Non-labor Expense,2020,18.672
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",103.085,103.085,1/1/2020,Maintenance and Other Operating Contracts,Non-labor Expense,2020,103.085
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",92.771,92.771,1/1/2020,Materials and Supplies,Non-labor Expense,2020,92.771
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",36,36,1/1/2020,OPEB Current Payment,Labor Expense,2020,36
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",20.504,20.504,1/1/2020,Other Business Expenses,Non-labor Expense,2020,20.504
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",128.882,128.882,1/1/2020,Other Fringe Benefits,Labor Expense,2020,128.882
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",96.397,96.397,1/1/2020,Overtime,Labor Expense,2020,96.397
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",536.533,536.533,1/1/2020,Payroll,Labor Expense,2020,536.533
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",109.352,109.352,1/1/2020,Pensions,Labor Expense,2020,109.352
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",39.684,39.684,1/1/2020,Professional Service Contracts,Non-labor Expense,2020,39.684
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-72.18,-72.18,1/1/2020,Reimbursable Overhead,Labor Expense,2020,-72.18
Metro-North,Metro-North Railroad,Projected,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",378.8546534,378.8546534,1/1/2020,Total CRR Debt Service,Debt Service,2020,378.8546534
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1,1,1/1/2021,Claims,Non-labor Expense,2021,1
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",76.008,76.008,1/1/2021,Electric Power,Non-labor Expense,2021,76.008
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",20.52,20.52,1/1/2021,Fuel,Non-labor Expense,2021,20.52
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",114.807,114.807,1/1/2021,Health and Welfare,Labor Expense,2021,114.807
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",21.011,21.011,1/1/2021,Insurance,Non-labor Expense,2021,21.011
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",108.716,108.716,1/1/2021,Maintenance and Other Operating Contracts,Non-labor Expense,2021,108.716
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",92.451,92.451,1/1/2021,Materials and Supplies,Non-labor Expense,2021,92.451
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",37,37,1/1/2021,OPEB Current Payment,Labor Expense,2021,37
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",29.448,29.448,1/1/2021,Other Business Expenses,Non-labor Expense,2021,29.448
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",131.237,131.237,1/1/2021,Other Fringe Benefits,Labor Expense,2021,131.237
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",98.324,98.324,1/1/2021,Overtime,Labor Expense,2021,98.324
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",547.998,547.998,1/1/2021,Payroll,Labor Expense,2021,547.998
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",106.856,106.856,1/1/2021,Pensions,Labor Expense,2021,106.856
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",41.064,41.064,1/1/2021,Professional Service Contracts,Non-labor Expense,2021,41.064
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-70.989,-70.989,1/1/2021,Reimbursable Overhead,Labor Expense,2021,-70.989
Metro-North,Metro-North Railroad,Projected,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",430.0223464,430.0223464,1/1/2021,Total CRR Debt Service,Debt Service,2021,430.0223464
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1,1,1/1/2022,Claims,Non-labor Expense,2022,1
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",78.942,78.942,1/1/2022,Electric Power,Non-labor Expense,2022,78.942
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",20.223,20.223,1/1/2022,Fuel,Non-labor Expense,2022,20.223
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",117.402,117.402,1/1/2022,Health and Welfare,Labor Expense,2022,117.402
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",23.106,23.106,1/1/2022,Insurance,Non-labor Expense,2022,23.106
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",110.367,110.367,1/1/2022,Maintenance and Other Operating Contracts,Non-labor Expense,2022,110.367
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",88.425,88.425,1/1/2022,Materials and Supplies,Non-labor Expense,2022,88.425
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",38,38,1/1/2022,OPEB Current Payment,Labor Expense,2022,38
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",29.264,29.264,1/1/2022,Other Business Expenses,Non-labor Expense,2022,29.264
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",133.987,133.987,1/1/2022,Other Fringe Benefits,Labor Expense,2022,133.987
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",100.291,100.291,1/1/2022,Overtime,Labor Expense,2022,100.291
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",561.214,561.214,1/1/2022,Payroll,Labor Expense,2022,561.214
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",97.61,97.61,1/1/2022,Pensions,Labor Expense,2022,97.61
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",40.554,40.554,1/1/2022,Professional Service Contracts,Non-labor Expense,2022,40.554
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-55.32,-55.32,1/1/2022,Reimbursable Overhead,Labor Expense,2022,-55.32
Metro-North,Metro-North Railroad,Projected,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",478.9869706,478.9869706,1/1/2022,Total CRR Debt Service,Debt Service,2022,478.9869706
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",1,1,1/1/2023,Claims,Non-labor Expense,2023,1
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",83.185,83.185,1/1/2023,Electric Power,Non-labor Expense,2023,83.185
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",20.459,20.459,1/1/2023,Fuel,Non-labor Expense,2023,20.459
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",118.327,118.327,1/1/2023,Health and Welfare,Labor Expense,2023,118.327
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",25.504,25.504,1/1/2023,Insurance,Non-labor Expense,2023,25.504
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",113.847,113.847,1/1/2023,Maintenance and Other Operating Contracts,Non-labor Expense,2023,113.847
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",94.929,94.929,1/1/2023,Materials and Supplies,Non-labor Expense,2023,94.929
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",39,39,1/1/2023,OPEB Current Payment,Labor Expense,2023,39
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",29.471,29.471,1/1/2023,Other Business Expenses,Non-labor Expense,2023,29.471
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",135.51,135.51,1/1/2023,Other Fringe Benefits,Labor Expense,2023,135.51
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",102.297,102.297,1/1/2023,Overtime,Labor Expense,2023,102.297
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",568.003,568.003,1/1/2023,Payroll,Labor Expense,2023,568.003
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",89.995,89.995,1/1/2023,Pensions,Labor Expense,2023,89.995
Metro-North,Metro-North Railroad,Projected,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",39.987,39.987,1/1/2023,Professional Service Contracts,Non-labor Expense,2023,39.987
Metro-North,Metro-North Railroad,Projected,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-51.161,-51.161,1/1/2023,Reimbursable Overhead,Labor Expense,2023,-51.161
Metro-North,Metro-North Railroad,Projected,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",517.7738995,517.7738995,1/1/2023,Total CRR Debt Service,Debt Service,2023,517.7738995
New York City Transit,New York City Transit,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",1091.514,1091.514,1/1/2010,Total NYCT Debt Service,Debt Service,2010,1091.514
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",174.448,174.448,1/1/2011,Claims,Non-labor Expense,2011,174.448
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",275.971,275.971,1/1/2011,Electric Power,Non-labor Expense,2011,275.971
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",170.517,170.517,1/1/2011,Fuel,Non-labor Expense,2011,170.517
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",548.888,548.888,1/1/2011,Health and Welfare,Labor Expense,2011,548.888
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",57.861,57.861,1/1/2011,Insurance,Non-labor Expense,2011,57.861
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",139.908,139.908,1/1/2011,Maintenance and Other Operating Contracts,Non-labor Expense,2011,139.908
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",261.923,261.923,1/1/2011,Materials and Supplies,Non-labor Expense,2011,261.923
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",283.092,283.092,1/1/2011,OPEB Current Payment,Labor Expense,2011,283.092
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",65.101,65.101,1/1/2011,Other Business Expenses,Non-labor Expense,2011,65.101
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",324.932,324.932,1/1/2011,Other Fringe Benefits,Labor Expense,2011,324.932
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",304.743,304.743,1/1/2011,Overtime,Labor Expense,2011,304.743
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",348.553,348.553,1/1/2011,Paratransit Service Contracts,Non-labor Expense,2011,348.553
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",2791.486,2791.486,1/1/2011,Payroll,Labor Expense,2011,2791.486
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",780.581,780.581,1/1/2011,Pensions,Labor Expense,2011,780.581
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",111.923,111.923,1/1/2011,Professional Service Contracts,Non-labor Expense,2011,111.923
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-218.036,-218.036,1/1/2011,Reimbursable Overhead,Labor Expense,2011,-218.036
New York City Transit,New York City Transit,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",1206.647,1206.647,1/1/2011,Total NYCT Debt Service,Debt Service,2011,1206.647
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",63.79,63.79,1/1/2012,Claims,Non-labor Expense,2012,63.79
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",295.202,295.202,1/1/2012,Electric Power,Non-labor Expense,2012,295.202
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",163.697,163.697,1/1/2012,Fuel,Non-labor Expense,2012,163.697
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",554.422,554.422,1/1/2012,Health and Welfare,Labor Expense,2012,554.422
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",53.949,53.949,1/1/2012,Insurance,Non-labor Expense,2012,53.949
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",140.511,140.511,1/1/2012,Maintenance and Other Operating Contracts,Non-labor Expense,2012,140.511
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",246.839,246.839,1/1/2012,Materials and Supplies,Non-labor Expense,2012,246.839
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",297.965,297.965,1/1/2012,OPEB Current Payment,Labor Expense,2012,297.965
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",63.971,63.971,1/1/2012,Other Business Expenses,Non-labor Expense,2012,63.971
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",361.697,361.697,1/1/2012,Other Fringe Benefits,Labor Expense,2012,361.697
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",345.432,345.432,1/1/2012,Overtime,Labor Expense,2012,345.432
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",360.5,360.5,1/1/2012,Paratransit Service Contracts,Non-labor Expense,2012,360.5
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",2869.509,2869.509,1/1/2012,Payroll,Labor Expense,2012,2869.509
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",981.908,981.908,1/1/2012,Pensions,Labor Expense,2012,981.908
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",136.745,136.745,1/1/2012,Professional Service Contracts,Non-labor Expense,2012,136.745
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-188.844,-188.844,1/1/2012,Reimbursable Overhead,Labor Expense,2012,-188.844
New York City Transit,New York City Transit,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",1287.07,1287.07,1/1/2012,Total NYCT Debt Service,Debt Service,2012,1287.07
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",144.022,144.022,1/1/2013,Claims,Non-labor Expense,2013,144.022
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",298.593,298.593,1/1/2013,Electric Power,Non-labor Expense,2013,298.593
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",160.588,160.588,1/1/2013,Fuel,Non-labor Expense,2013,160.588
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",618.044,618.044,1/1/2013,Health and Welfare,Labor Expense,2013,618.044
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",62.492,62.492,1/1/2013,Insurance,Non-labor Expense,2013,62.492
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",168.003,168.003,1/1/2013,Maintenance and Other Operating Contracts,Non-labor Expense,2013,168.003
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",270.69,270.69,1/1/2013,Materials and Supplies,Non-labor Expense,2013,270.69
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",325.602,325.602,1/1/2013,OPEB Current Payment,Labor Expense,2013,325.602
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",62.965,62.965,1/1/2013,Other Business Expenses,Non-labor Expense,2013,62.965
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",388.793,388.793,1/1/2013,Other Fringe Benefits,Labor Expense,2013,388.793
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",378.048,378.048,1/1/2013,Overtime,Labor Expense,2013,378.048
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",366.751,366.751,1/1/2013,Paratransit Service Contracts,Non-labor Expense,2013,366.751
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",2963.406,2963.406,1/1/2013,Payroll,Labor Expense,2013,2963.406
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",918.909,918.909,1/1/2013,Pensions,Labor Expense,2013,918.909
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",144.929,144.929,1/1/2013,Professional Service Contracts,Non-labor Expense,2013,144.929
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-209.291,-209.291,1/1/2013,Reimbursable Overhead,Labor Expense,2013,-209.291
New York City Transit,New York City Transit,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",1429.16,1429.16,1/1/2013,Total NYCT Debt Service,Debt Service,2013,1429.16
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",147.42,147.42,1/1/2014,Claims,Non-labor Expense,2014,147.42
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",312.554,312.554,1/1/2014,Electric Power,Non-labor Expense,2014,312.554
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",172.346,172.346,1/1/2014,Fuel,Non-labor Expense,2014,172.346
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",666.761,666.761,1/1/2014,Health and Welfare,Labor Expense,2014,666.761
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",68.879,68.879,1/1/2014,Insurance,Non-labor Expense,2014,68.879
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",186.056,186.056,1/1/2014,Maintenance and Other Operating Contracts,Non-labor Expense,2014,186.056
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",302.697,302.697,1/1/2014,Materials and Supplies,Non-labor Expense,2014,302.697
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",352.674,352.674,1/1/2014,OPEB Current Payment,Labor Expense,2014,352.674
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",76.132,76.132,1/1/2014,Other Business Expenses,Non-labor Expense,2014,76.132
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",437.921,437.921,1/1/2014,Other Fringe Benefits,Labor Expense,2014,437.921
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",415.599,415.599,1/1/2014,Overtime,Labor Expense,2014,415.599
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",365.599,365.599,1/1/2014,Paratransit Service Contracts,Non-labor Expense,2014,365.599
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",3041.049,3041.049,1/1/2014,Payroll,Labor Expense,2014,3041.049
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",907.877,907.877,1/1/2014,Pensions,Labor Expense,2014,907.877
New York City Transit,New York City Transit,,"Non-labor expenses include fuel, materials, and service contracts required to operate the agency.",125.757,125.757,1/1/2014,Professional Service Contracts,Non-labor Expense,2014,125.757
New York City Transit,New York City Transit,,"Labor expenses include salaries, wages, and fringe benefits such as healthcare and pension contributions.",-226.548,-226.548,1/1/2014,Reimbursable Overhead,Labor Expense,2014,-226.548
New York City Transit,New York City Transit,,"All debt is assumed to be issued as 30-year level debt service debt with principal amortized over the life of the bonds with the exception of Railroad Rehabilitation and Improvement Financing loan, which is amortized over 20 years on a level debt service basis. ",1390.931,1390.931,1/1/2014,Total NYCT Debt Service,Debt Service,2014,1390.931
